C11 	C12 	C13 	C14 	C15 	C16 	C22 	C23 	C24 	C25 	C26 	C33 	C34 	C35 	C36 	C44 	C45 	C46 	C55 	C56 	C66
68.3 	32.3 	30.5 	4.9 	-2.2 	-0.6 	183.5 	5.0 	-4.5 	-8.0 	-6.5 	180.2 	-9.4 	7.4 	-9.6 	25.0 	-2.3 	-7.3 	27.0 	0.5 	33.6 	
68.5 	33.1 	31.6 	4.8 	-2.3 	-0.9 	180.8 	5.4 	-4.3 	-8.1 	-5.8 	179.3 	-9.1 	7.8 	-10.0 	25.0 	-2.3 	-7.2 	26.9 	0.6 	33.5 	
68.8 	31.3 	30.7 	5.0 	-2.2 	-1.3 	181.9 	4.3 	-4.5 	-7.5 	-6.5 	179.4 	-9.0 	7.5 	-9.4 	25.0 	-2.4 	-7.2 	26.9 	0.5 	33.6 	
67.5 	30.9 	30.3 	5.0 	-2.3 	-1.2 	180.8 	3.6 	-4.2 	-7.6 	-7.4 	178.7 	-9.2 	7.8 	-9.3 	25.1 	-2.4 	-7.2 	26.9 	0.6 	33.5 	
68.1 	31.7 	31.6 	4.9 	-2.5 	-1.1 	182.9 	4.3 	-4.0 	-7.6 	-6.5 	177.5 	-9.5 	7.7 	-9.3 	25.1 	-2.4 	-7.2 	26.9 	0.6 	33.7 	
68.3 	33.0 	31.0 	4.9 	-2.4 	-0.8 	188.6 	6.4 	-4.4 	-7.8 	-6.3 	179.7 	-9.0 	6.9 	-9.2 	25.0 	-2.3 	-7.2 	26.9 	0.6 	33.7 	
68.6 	31.8 	30.9 	4.7 	-2.0 	-0.8 	187.3 	4.4 	-4.2 	-7.5 	-5.9 	178.5 	-9.0 	7.3 	-9.6 	25.0 	-2.4 	-7.2 	27.1 	0.6 	33.6 	
68.4 	32.2 	30.5 	4.9 	-2.2 	-0.9 	180.5 	4.0 	-4.3 	-7.6 	-6.0 	178.1 	-9.3 	7.4 	-9.9 	25.0 	-2.4 	-7.2 	26.9 	0.5 	33.6 	
67.9 	34.0 	30.0 	4.9 	-2.4 	-1.0 	184.4 	7.1 	-4.2 	-7.4 	-6.6 	180.7 	-9.2 	7.4 	-9.6 	25.0 	-2.4 	-7.2 	26.9 	0.6 	33.6 	
67.4 	31.4 	30.1 	4.9 	-2.3 	-1.2 	181.7 	4.7 	-4.4 	-8.1 	-7.2 	178.8 	-9.1 	7.3 	-9.3 	25.1 	-2.4 	-7.2 	26.8 	0.6 	33.9 	
68.6 	31.6 	30.9 	4.9 	-2.6 	-0.8 	185.1 	6.8 	-4.9 	-8.1 	-6.3 	178.0 	-9.3 	7.8 	-8.7 	25.0 	-2.4 	-7.2 	26.9 	0.6 	33.8 	
68.2 	31.5 	29.6 	4.8 	-2.3 	-1.0 	186.6 	8.0 	-4.5 	-8.2 	-6.8 	179.5 	-9.0 	7.5 	-10.0 	25.0 	-2.4 	-7.2 	27.0 	0.6 	33.6 	
68.3 	30.6 	29.5 	4.7 	-2.2 	-0.9 	186.8 	5.3 	-4.4 	-6.9 	-5.7 	180.0 	-9.2 	8.2 	-9.3 	25.1 	-2.5 	-7.2 	26.9 	0.6 	33.6 	
68.0 	32.3 	31.7 	4.8 	-2.5 	-1.1 	183.7 	4.2 	-4.1 	-8.2 	-7.0 	179.9 	-9.3 	7.7 	-9.7 	25.0 	-2.4 	-7.3 	26.9 	0.6 	33.5 	
67.9 	31.8 	29.8 	4.9 	-2.0 	-0.9 	185.6 	5.3 	-4.5 	-7.9 	-5.7 	181.6 	-9.4 	7.9 	-9.8 	24.9 	-2.4 	-7.2 	26.9 	0.5 	33.5 	
68.6 	32.0 	29.3 	4.8 	-2.5 	-1.0 	183.6 	5.0 	-4.8 	-8.2 	-6.3 	181.2 	-9.3 	7.2 	-9.7 	25.0 	-2.4 	-7.2 	26.9 	0.6 	33.6 	
68.6 	33.2 	31.0 	5.0 	-2.1 	-1.0 	185.9 	8.1 	-4.6 	-7.8 	-6.9 	178.4 	-9.0 	8.1 	-10.1 	25.0 	-2.4 	-7.0 	26.9 	0.7 	33.5 	
68.0 	32.4 	30.1 	4.9 	-2.3 	-1.1 	184.1 	4.2 	-4.5 	-7.4 	-6.4 	179.7 	-9.2 	7.4 	-9.4 	25.0 	-2.5 	-7.2 	26.9 	0.6 	33.4 	
68.2 	33.4 	29.5 	5.0 	-2.1 	-0.9 	188.8 	5.2 	-4.8 	-7.4 	-5.4 	177.3 	-9.5 	7.5 	-9.9 	25.1 	-2.4 	-7.2 	26.8 	0.6 	33.7 	
68.1 	31.7 	31.0 	5.0 	-2.1 	-0.8 	181.8 	6.0 	-4.3 	-7.3 	-7.0 	179.0 	-9.4 	6.9 	-9.6 	25.0 	-2.4 	-7.3 	26.9 	0.7 	33.6 	
68.2 	32.5 	29.5 	4.9 	-2.4 	-0.8 	190.9 	4.8 	-4.5 	-7.7 	-6.3 	180.6 	-9.0 	7.2 	-9.4 	25.0 	-2.5 	-7.1 	26.9 	0.6 	33.7 	
67.6 	33.4 	29.8 	4.9 	-2.2 	-0.9 	181.9 	5.3 	-4.7 	-8.1 	-6.6 	179.6 	-9.2 	7.0 	-9.2 	25.0 	-2.4 	-7.2 	26.9 	0.6 	33.6 	
68.1 	33.4 	29.5 	5.0 	-2.2 	-0.9 	183.5 	4.1 	-4.4 	-8.1 	-5.8 	181.4 	-9.4 	7.1 	-9.4 	25.0 	-2.3 	-7.2 	26.9 	0.6 	33.6 	
67.7 	32.3 	29.9 	4.9 	-2.2 	-0.9 	183.5 	3.8 	-4.8 	-8.4 	-7.0 	178.2 	-9.1 	7.0 	-9.9 	25.1 	-2.5 	-7.2 	27.0 	0.6 	33.7 	
68.0 	33.9 	30.6 	5.0 	-2.1 	-0.9 	179.1 	6.1 	-3.8 	-7.6 	-6.5 	180.8 	-9.4 	7.2 	-8.9 	25.0 	-2.4 	-7.2 	26.9 	0.6 	33.6 	
68.0 	32.8 	30.0 	4.9 	-2.1 	-0.9 	182.7 	5.1 	-4.7 	-7.9 	-6.7 	181.1 	-9.3 	7.5 	-9.4 	25.0 	-2.4 	-7.3 	26.8 	0.6 	33.5 	
67.9 	32.7 	29.4 	4.8 	-2.6 	-0.9 	186.5 	1.8 	-4.4 	-7.5 	-5.9 	179.1 	-9.1 	7.5 	-9.4 	24.9 	-2.4 	-7.1 	26.9 	0.6 	33.4 	
67.7 	32.1 	30.3 	4.8 	-2.2 	-0.9 	179.2 	6.8 	-4.2 	-7.7 	-6.6 	180.6 	-9.3 	7.3 	-9.6 	25.0 	-2.3 	-7.1 	26.9 	0.6 	33.5 	
68.3 	32.5 	30.1 	5.0 	-2.3 	-1.2 	181.7 	6.7 	-4.2 	-7.6 	-6.4 	182.3 	-9.2 	7.3 	-9.6 	25.1 	-2.4 	-7.3 	26.8 	0.6 	33.7 	
67.3 	32.4 	29.6 	4.9 	-2.2 	-1.2 	189.2 	4.4 	-4.3 	-7.6 	-6.9 	178.7 	-9.1 	7.7 	-9.4 	25.1 	-2.3 	-7.2 	27.0 	0.7 	33.6 	
68.0 	30.9 	31.3 	4.8 	-2.3 	-1.1 	188.4 	5.0 	-4.4 	-7.9 	-6.9 	180.4 	-9.3 	7.5 	-9.0 	25.0 	-2.4 	-7.2 	26.9 	0.6 	33.6 	
68.4 	33.0 	32.2 	4.9 	-2.6 	-1.1 	183.3 	5.1 	-4.6 	-8.0 	-5.8 	181.0 	-9.1 	7.8 	-9.3 	25.1 	-2.4 	-7.2 	26.9 	0.6 	33.7 	
68.2 	32.2 	30.5 	4.9 	-2.3 	-0.9 	185.7 	3.2 	-4.8 	-8.0 	-7.0 	180.7 	-9.4 	7.5 	-9.0 	25.0 	-2.4 	-7.2 	26.8 	0.5 	33.7 	
67.6 	33.3 	31.0 	4.7 	-2.3 	-0.9 	185.7 	6.0 	-4.9 	-8.0 	-6.5 	179.6 	-9.1 	8.2 	-9.3 	25.0 	-2.5 	-7.3 	27.0 	0.6 	33.5 	
68.6 	31.0 	31.0 	4.9 	-2.2 	-1.0 	184.2 	5.7 	-4.0 	-7.7 	-6.9 	182.0 	-9.5 	7.2 	-9.2 	25.0 	-2.4 	-7.3 	26.9 	0.6 	33.6 	
68.4 	31.0 	30.5 	4.8 	-2.1 	-1.2 	180.4 	5.5 	-3.7 	-7.9 	-7.0 	179.1 	-9.4 	7.8 	-9.2 	25.0 	-2.4 	-7.2 	27.0 	0.5 	33.5 	
68.5 	31.1 	31.1 	5.0 	-2.1 	-0.8 	184.6 	4.4 	-4.6 	-7.9 	-5.7 	181.9 	-9.5 	7.3 	-9.2 	25.0 	-2.4 	-7.2 	26.9 	0.7 	33.6 	
68.4 	33.2 	29.0 	5.0 	-2.5 	-0.7 	186.5 	4.4 	-4.8 	-7.9 	-6.9 	179.6 	-9.3 	7.2 	-9.2 	25.0 	-2.3 	-7.1 	26.9 	0.6 	33.6 	
69.1 	32.6 	30.8 	5.0 	-2.1 	-0.7 	186.7 	3.5 	-4.3 	-8.3 	-6.3 	181.9 	-8.9 	7.7 	-9.3 	25.0 	-2.4 	-7.2 	26.9 	0.6 	33.4 	
68.5 	32.3 	30.1 	5.0 	-2.3 	-0.7 	180.3 	4.5 	-4.8 	-7.9 	-6.5 	180.7 	-9.2 	7.1 	-9.1 	24.9 	-2.4 	-7.2 	26.8 	0.6 	33.6 	
68.6 	32.0 	29.3 	4.7 	-2.3 	-0.7 	185.8 	3.1 	-4.3 	-7.8 	-6.0 	181.8 	-9.1 	8.0 	-9.3 	25.1 	-2.4 	-7.2 	26.9 	0.6 	33.6 	
67.8 	31.7 	30.9 	4.9 	-2.3 	-0.9 	181.5 	6.4 	-4.4 	-7.5 	-6.3 	181.1 	-9.0 	7.7 	-9.9 	25.0 	-2.5 	-7.2 	27.0 	0.7 	33.5 	
69.0 	31.0 	30.1 	4.9 	-2.3 	-0.9 	188.3 	7.1 	-4.3 	-7.8 	-6.2 	180.3 	-9.4 	7.3 	-9.1 	25.1 	-2.4 	-7.2 	26.9 	0.5 	33.5 	
69.0 	31.6 	30.3 	5.0 	-2.1 	-0.9 	184.5 	3.2 	-4.7 	-7.4 	-6.8 	178.8 	-9.3 	7.2 	-8.8 	25.1 	-2.3 	-7.2 	26.9 	0.5 	33.6 	
67.9 	32.6 	29.5 	4.8 	-2.5 	-0.8 	183.6 	4.6 	-4.6 	-7.5 	-6.0 	178.4 	-9.1 	7.8 	-9.0 	25.0 	-2.4 	-7.1 	26.8 	0.6 	33.6 	
68.1 	32.8 	31.0 	5.1 	-1.9 	-0.9 	184.1 	2.3 	-4.5 	-8.8 	-6.2 	179.7 	-9.2 	7.7 	-9.8 	24.9 	-2.5 	-7.2 	27.0 	0.7 	33.5 	
68.5 	32.7 	30.4 	5.0 	-2.4 	-0.8 	182.0 	5.3 	-3.8 	-8.4 	-6.9 	178.2 	-9.1 	7.6 	-9.1 	25.0 	-2.4 	-7.2 	26.9 	0.6 	33.9 	
68.7 	31.5 	30.9 	4.9 	-2.2 	-0.9 	182.3 	5.4 	-4.1 	-8.2 	-6.9 	179.6 	-9.1 	8.1 	-9.5 	25.1 	-2.4 	-7.3 	26.9 	0.6 	33.5 	
68.4 	32.2 	31.7 	5.0 	-2.4 	-0.8 	187.7 	5.3 	-4.8 	-7.6 	-6.7 	180.8 	-9.2 	7.2 	-9.2 	25.0 	-2.4 	-7.2 	26.9 	0.6 	33.7 	
68.3 	30.9 	29.9 	5.1 	-2.2 	-1.1 	185.1 	2.3 	-4.2 	-7.3 	-6.5 	182.6 	-9.4 	7.4 	-9.5 	25.0 	-2.4 	-7.2 	26.9 	0.5 	33.8 	
68.5 	33.5 	30.6 	5.1 	-2.5 	-0.7 	183.1 	4.2 	-4.4 	-7.7 	-6.4 	181.8 	-9.3 	7.7 	-9.7 	25.1 	-2.4 	-7.2 	27.0 	0.7 	33.7 	
68.1 	30.9 	30.1 	4.9 	-2.3 	-1.0 	184.8 	6.7 	-4.4 	-8.4 	-6.8 	181.4 	-9.5 	7.4 	-8.9 	25.0 	-2.4 	-7.3 	26.9 	0.6 	33.7 	
68.5 	32.7 	30.9 	5.0 	-2.6 	-0.8 	183.3 	5.6 	-4.6 	-8.0 	-5.8 	178.9 	-9.1 	7.0 	-8.9 	25.1 	-2.4 	-7.2 	26.9 	0.6 	33.8 	
69.1 	32.6 	29.0 	4.8 	-2.1 	-1.0 	184.6 	7.0 	-3.8 	-8.0 	-7.3 	180.5 	-9.4 	7.8 	-9.4 	25.0 	-2.3 	-7.3 	26.9 	0.6 	33.7 	
67.6 	31.9 	30.2 	5.0 	-2.2 	-0.7 	188.9 	4.4 	-4.4 	-7.7 	-6.7 	176.9 	-9.3 	7.1 	-9.7 	24.9 	-2.3 	-7.3 	26.8 	0.7 	33.6 	
67.9 	31.4 	30.5 	4.9 	-2.2 	-1.0 	188.5 	5.3 	-4.3 	-7.6 	-6.1 	179.0 	-9.3 	7.7 	-9.7 	25.0 	-2.4 	-7.2 	27.0 	0.6 	33.8 	
67.8 	33.2 	31.0 	4.9 	-2.5 	-0.8 	187.1 	5.6 	-4.2 	-7.3 	-6.1 	181.2 	-9.2 	7.7 	-9.4 	25.0 	-2.3 	-7.2 	26.9 	0.6 	33.7 	
68.7 	33.1 	30.8 	5.0 	-2.3 	-0.9 	187.1 	6.7 	-4.4 	-7.8 	-6.8 	179.2 	-9.0 	8.1 	-9.7 	24.9 	-2.4 	-7.2 	26.9 	0.5 	33.7 	
68.8 	31.2 	30.7 	4.9 	-2.2 	-0.8 	182.9 	6.4 	-4.5 	-7.2 	-6.1 	182.1 	-9.2 	7.1 	-9.5 	24.9 	-2.4 	-7.2 	26.8 	0.5 	33.5 	
67.5 	32.9 	30.3 	4.9 	-2.5 	-0.9 	183.6 	5.8 	-4.6 	-8.0 	-6.3 	182.1 	-9.4 	7.2 	-9.2 	25.0 	-2.4 	-7.2 	27.0 	0.5 	33.7 	
68.6 	33.2 	30.1 	5.0 	-2.4 	-0.8 	183.5 	4.5 	-4.9 	-7.7 	-7.4 	179.0 	-8.6 	7.8 	-9.3 	25.0 	-2.4 	-7.3 	26.9 	0.5 	33.8 	
68.9 	32.3 	30.9 	4.9 	-2.1 	-0.9 	183.2 	6.7 	-4.4 	-7.4 	-6.4 	180.0 	-8.8 	7.8 	-9.7 	25.0 	-2.4 	-7.2 	27.0 	0.7 	33.6 	
68.5 	32.3 	30.0 	4.8 	-2.4 	-0.9 	184.6 	4.8 	-4.6 	-7.5 	-6.4 	179.5 	-9.3 	7.4 	-9.3 	25.0 	-2.4 	-7.2 	26.9 	0.7 	33.7 	
67.8 	31.7 	30.7 	4.9 	-2.3 	-0.7 	183.3 	6.6 	-5.1 	-7.2 	-6.2 	179.6 	-9.4 	7.2 	-9.8 	24.9 	-2.5 	-7.2 	26.9 	0.7 	33.6 	
67.7 	32.6 	30.1 	5.0 	-2.3 	-1.0 	184.1 	6.5 	-4.2 	-7.8 	-5.9 	180.5 	-9.1 	7.6 	-9.3 	24.9 	-2.4 	-7.2 	26.8 	0.6 	33.6 	
68.5 	32.2 	30.6 	4.7 	-2.4 	-0.9 	187.5 	5.7 	-4.1 	-7.4 	-6.5 	180.7 	-9.2 	7.7 	-9.3 	25.0 	-2.4 	-7.3 	26.9 	0.6 	33.5 	
68.2 	32.7 	30.5 	4.9 	-2.3 	-0.8 	184.0 	5.1 	-4.0 	-7.4 	-6.7 	178.0 	-9.2 	7.4 	-8.8 	25.0 	-2.4 	-7.2 	27.0 	0.6 	33.6 	
68.2 	31.8 	28.5 	4.8 	-2.0 	-0.7 	187.3 	6.6 	-4.5 	-7.4 	-6.1 	181.6 	-9.2 	7.6 	-9.8 	25.0 	-2.4 	-7.1 	26.9 	0.6 	33.5 	
68.2 	32.3 	30.7 	5.0 	-2.0 	-0.8 	186.0 	3.9 	-4.5 	-8.1 	-5.9 	179.9 	-9.2 	7.6 	-9.1 	25.1 	-2.3 	-7.2 	26.9 	0.6 	33.6 	
69.4 	32.7 	30.2 	4.9 	-2.3 	-1.0 	183.3 	3.9 	-4.5 	-7.9 	-6.3 	180.2 	-9.3 	7.7 	-9.1 	25.0 	-2.4 	-7.2 	26.8 	0.6 	33.7 	
69.0 	33.2 	30.3 	4.8 	-2.4 	-0.6 	184.7 	3.7 	-3.9 	-7.6 	-6.3 	181.1 	-9.3 	7.3 	-9.6 	25.0 	-2.4 	-7.2 	26.9 	0.6 	33.7 	
68.2 	31.5 	29.6 	4.8 	-2.4 	-1.0 	181.3 	6.5 	-4.7 	-8.0 	-6.9 	182.2 	-9.2 	7.5 	-9.4 	25.0 	-2.4 	-7.1 	26.9 	0.6 	33.6 	
68.4 	30.6 	30.6 	5.1 	-2.3 	-0.9 	186.2 	5.2 	-4.5 	-7.8 	-6.9 	180.5 	-9.0 	7.4 	-9.9 	25.1 	-2.4 	-7.1 	26.8 	0.7 	33.4 	
68.1 	31.9 	29.9 	4.8 	-2.6 	-0.8 	180.8 	4.4 	-4.4 	-7.8 	-6.5 	182.2 	-9.0 	7.7 	-9.3 	25.0 	-2.4 	-7.1 	26.9 	0.7 	33.6 	
69.1 	32.0 	31.1 	5.0 	-2.4 	-1.0 	185.6 	5.3 	-4.1 	-7.2 	-6.5 	180.9 	-9.0 	7.6 	-9.9 	24.9 	-2.5 	-7.1 	26.9 	0.6 	33.6 	
67.9 	32.5 	31.1 	4.9 	-2.2 	-0.8 	184.0 	6.2 	-4.6 	-8.8 	-6.3 	178.6 	-9.4 	7.4 	-9.3 	25.0 	-2.4 	-7.2 	26.9 	0.6 	33.6 	
68.9 	31.7 	30.7 	4.8 	-2.5 	-1.0 	184.6 	2.9 	-4.8 	-8.2 	-7.3 	179.2 	-9.5 	6.9 	-9.8 	25.0 	-2.5 	-7.2 	26.8 	0.6 	33.8 	
68.2 	33.3 	30.6 	4.8 	-2.3 	-1.0 	179.1 	3.9 	-4.0 	-7.8 	-6.5 	180.3 	-9.2 	7.5 	-8.8 	25.0 	-2.4 	-7.2 	26.9 	0.6 	33.6 	
68.1 	32.9 	30.1 	4.7 	-2.3 	-0.8 	183.7 	4.1 	-4.7 	-8.1 	-5.8 	181.3 	-9.1 	8.0 	-9.4 	25.0 	-2.4 	-7.2 	26.9 	0.6 	33.7 	
68.2 	31.7 	31.3 	5.1 	-2.3 	-1.1 	183.3 	4.6 	-4.3 	-7.3 	-6.7 	178.7 	-9.1 	7.2 	-10.0 	25.1 	-2.4 	-7.2 	26.9 	0.5 	33.4 	
67.7 	31.9 	31.0 	4.6 	-2.3 	-1.2 	186.0 	7.4 	-4.0 	-8.2 	-5.6 	180.7 	-9.1 	7.3 	-10.0 	25.1 	-2.4 	-7.2 	26.9 	0.6 	33.5 	
68.2 	31.4 	30.3 	5.0 	-2.3 	-1.0 	186.2 	4.2 	-4.4 	-6.9 	-6.6 	180.6 	-8.7 	7.5 	-10.2 	25.0 	-2.5 	-7.2 	27.0 	0.6 	33.5 	
68.5 	32.4 	29.8 	5.0 	-2.4 	-0.9 	182.6 	4.1 	-4.7 	-8.3 	-5.6 	178.3 	-9.3 	7.3 	-9.6 	25.0 	-2.3 	-7.3 	27.0 	0.6 	33.6 	
68.3 	32.0 	29.6 	4.8 	-2.6 	-0.7 	187.4 	4.8 	-4.4 	-8.1 	-5.8 	182.6 	-9.1 	7.1 	-9.5 	25.0 	-2.4 	-7.2 	27.0 	0.5 	33.6 	
68.4 	32.0 	30.2 	4.8 	-2.3 	-1.2 	189.0 	6.3 	-4.4 	-7.9 	-6.2 	180.5 	-9.4 	7.6 	-9.7 	25.1 	-2.4 	-7.2 	26.9 	0.6 	33.6 	
67.9 	32.7 	31.7 	4.8 	-2.3 	-1.0 	184.9 	5.5 	-4.3 	-8.5 	-7.7 	180.4 	-9.2 	7.8 	-9.0 	25.0 	-2.4 	-7.3 	27.0 	0.6 	33.3 	
68.2 	31.0 	31.1 	4.9 	-2.1 	-0.9 	184.6 	5.2 	-4.9 	-7.7 	-6.3 	179.9 	-9.0 	7.5 	-9.4 	25.0 	-2.4 	-7.1 	26.9 	0.6 	33.3 	
67.9 	32.9 	31.1 	4.9 	-2.3 	-1.0 	179.1 	5.2 	-4.4 	-7.2 	-6.1 	180.1 	-9.2 	6.9 	-9.2 	25.0 	-2.4 	-7.2 	27.0 	0.5 	33.4 	
68.0 	31.5 	30.9 	4.9 	-2.2 	-0.9 	183.5 	3.4 	-4.6 	-8.3 	-6.5 	180.0 	-9.3 	7.9 	-9.4 	25.0 	-2.3 	-7.2 	26.8 	0.6 	33.7 	
68.2 	33.1 	29.3 	4.9 	-2.3 	-1.1 	182.5 	3.9 	-4.3 	-8.0 	-6.9 	180.2 	-9.2 	7.5 	-9.1 	24.9 	-2.5 	-7.2 	26.8 	0.6 	33.5 	
68.7 	33.8 	29.8 	4.8 	-2.4 	-1.0 	184.8 	3.9 	-4.6 	-7.9 	-6.7 	180.1 	-9.2 	7.6 	-9.4 	25.0 	-2.4 	-7.2 	27.0 	0.6 	33.6 	
68.4 	31.0 	31.0 	4.9 	-2.3 	-0.7 	181.9 	6.0 	-4.1 	-8.3 	-7.5 	179.3 	-9.0 	7.7 	-9.9 	25.0 	-2.4 	-7.2 	26.9 	0.7 	33.5 	
68.7 	32.1 	30.0 	4.9 	-2.5 	-1.0 	181.4 	3.2 	-4.2 	-7.7 	-6.6 	178.3 	-9.2 	7.9 	-8.8 	25.0 	-2.3 	-7.3 	26.9 	0.6 	33.5 	
68.6 	33.0 	30.9 	5.0 	-2.1 	-1.0 	183.2 	4.8 	-3.9 	-7.9 	-6.3 	179.7 	-9.2 	8.2 	-9.1 	25.0 	-2.3 	-7.2 	27.0 	0.6 	33.7 	
68.1 	32.0 	31.0 	4.7 	-2.2 	-0.7 	185.9 	5.3 	-4.7 	-7.8 	-7.5 	182.7 	-9.2 	7.4 	-9.5 	25.1 	-2.3 	-7.2 	26.9 	0.7 	33.4 	
67.6 	33.5 	30.0 	5.0 	-2.3 	-0.8 	185.0 	4.4 	-3.9 	-8.5 	-6.8 	179.6 	-9.5 	7.8 	-9.4 	25.0 	-2.4 	-7.2 	26.9 	0.7 	33.6 	
68.2 	33.2 	30.9 	5.0 	-2.2 	-1.0 	181.6 	5.3 	-4.5 	-8.4 	-6.6 	181.3 	-9.2 	7.8 	-9.3 	25.0 	-2.4 	-7.1 	26.9 	0.6 	33.6 	
68.7 	32.5 	30.6 	4.9 	-2.1 	-0.9 	186.3 	5.0 	-4.3 	-7.2 	-6.6 	179.9 	-9.3 	7.1 	-8.9 	24.9 	-2.4 	-7.3 	26.8 	0.6 	33.7 	
68.2 	32.3 	29.6 	5.0 	-2.3 	-0.7 	186.6 	3.9 	-3.9 	-8.5 	-6.0 	179.5 	-9.3 	7.9 	-9.4 	25.0 	-2.5 	-7.2 	26.9 	0.8 	33.5 	
68.7 	31.7 	29.5 	4.9 	-2.5 	-0.9 	185.6 	4.8 	-4.5 	-7.6 	-5.5 	180.6 	-9.2 	7.8 	-9.5 	25.0 	-2.3 	-7.2 	26.8 	0.6 	33.7 	
67.7 	34.0 	31.2 	4.9 	-2.2 	-0.9 	183.2 	8.7 	-3.8 	-7.4 	-5.8 	180.7 	-9.2 	7.7 	-9.5 	25.0 	-2.4 	-7.3 	26.9 	0.6 	33.8 	
68.5 	31.5 	30.9 	4.7 	-2.4 	-1.0 	180.2 	6.1 	-4.4 	-7.2 	-6.4 	179.2 	-9.4 	7.5 	-9.2 	25.0 	-2.4 	-7.1 	27.0 	0.6 	33.7 	
68.5 	33.5 	30.4 	4.9 	-2.0 	-0.9 	183.9 	4.4 	-4.3 	-8.2 	-6.3 	180.6 	-9.1 	7.5 	-9.3 	25.0 	-2.5 	-7.2 	26.9 	0.6 	33.6 	
67.8 	30.7 	30.7 	5.0 	-2.4 	-1.0 	183.7 	6.0 	-4.8 	-7.9 	-6.4 	178.4 	-9.3 	7.6 	-8.9 	24.9 	-2.5 	-7.3 	26.9 	0.6 	33.7 	
67.8 	31.5 	30.6 	5.0 	-2.3 	-1.0 	185.5 	3.6 	-5.0 	-7.6 	-6.5 	178.9 	-9.2 	7.4 	-9.3 	25.0 	-2.4 	-7.2 	26.8 	0.6 	33.7 	
68.0 	30.2 	30.7 	4.7 	-2.1 	-1.0 	180.2 	4.2 	-4.3 	-7.8 	-6.4 	179.8 	-9.0 	8.0 	-9.6 	25.0 	-2.3 	-7.2 	27.0 	0.6 	33.7 	
68.4 	33.6 	29.7 	4.7 	-2.0 	-0.9 	186.4 	6.6 	-4.2 	-7.4 	-6.9 	180.3 	-9.3 	7.5 	-9.4 	24.9 	-2.3 	-7.3 	26.9 	0.7 	33.7 	
68.2 	31.8 	31.2 	5.0 	-2.2 	-1.0 	187.1 	4.9 	-3.9 	-7.7 	-6.7 	180.6 	-9.5 	7.5 	-9.2 	25.1 	-2.5 	-7.2 	26.9 	0.6 	33.5 	
68.4 	30.2 	30.5 	5.0 	-2.4 	-1.0 	185.0 	3.6 	-4.4 	-8.0 	-6.8 	178.8 	-8.7 	7.3 	-9.4 	25.0 	-2.4 	-7.3 	26.9 	0.7 	33.4 	
68.6 	30.1 	29.2 	4.9 	-2.4 	-0.7 	187.4 	5.5 	-4.7 	-7.5 	-6.8 	181.6 	-8.8 	7.7 	-9.1 	25.0 	-2.5 	-7.3 	26.9 	0.7 	33.8 	
68.8 	31.4 	30.5 	4.9 	-2.0 	-0.9 	185.4 	5.6 	-4.3 	-7.5 	-6.2 	179.3 	-9.1 	7.4 	-8.8 	25.1 	-2.4 	-7.1 	26.9 	0.6 	33.6 	
68.7 	30.9 	30.0 	5.1 	-2.1 	-1.2 	183.4 	1.5 	-4.2 	-7.6 	-6.5 	180.1 	-9.0 	7.6 	-9.1 	25.0 	-2.4 	-7.2 	26.9 	0.6 	33.7 	
68.0 	34.0 	29.6 	4.8 	-2.1 	-0.9 	184.5 	5.9 	-4.2 	-8.3 	-6.7 	176.0 	-9.3 	7.3 	-9.6 	25.0 	-2.5 	-7.2 	26.9 	0.6 	33.7 	
67.8 	32.1 	29.9 	4.9 	-2.5 	-1.0 	183.6 	6.4 	-4.3 	-7.1 	-6.4 	181.1 	-9.2 	7.8 	-9.7 	24.9 	-2.4 	-7.2 	27.0 	0.5 	33.6 	
68.7 	34.1 	30.3 	4.8 	-2.1 	-0.8 	181.5 	3.7 	-4.6 	-8.0 	-5.8 	180.8 	-9.3 	7.3 	-9.0 	24.9 	-2.4 	-7.2 	26.9 	0.6 	33.9 	
68.1 	32.6 	31.0 	5.0 	-2.2 	-0.8 	183.9 	4.6 	-4.3 	-8.1 	-6.1 	179.4 	-9.3 	7.4 	-9.6 	25.0 	-2.3 	-7.2 	26.9 	0.6 	33.6 	
68.2 	31.5 	29.7 	4.9 	-2.4 	-0.9 	185.5 	5.3 	-4.1 	-7.8 	-6.8 	178.6 	-9.4 	7.5 	-9.7 	25.0 	-2.4 	-7.2 	26.9 	0.6 	33.6 	
68.7 	33.4 	31.8 	5.0 	-2.2 	-0.9 	186.3 	4.5 	-4.6 	-8.2 	-7.0 	178.8 	-9.1 	7.4 	-9.4 	24.9 	-2.4 	-7.2 	26.9 	0.5 	33.6 	
68.1 	31.8 	30.9 	4.8 	-2.1 	-0.9 	181.3 	6.9 	-4.3 	-7.9 	-6.5 	180.3 	-9.1 	7.7 	-9.2 	25.0 	-2.3 	-7.2 	26.9 	0.5 	33.6 	
68.6 	32.2 	29.4 	4.9 	-2.4 	-1.0 	189.0 	3.5 	-5.3 	-8.3 	-5.9 	181.5 	-9.3 	7.6 	-9.5 	25.0 	-2.4 	-7.2 	27.0 	0.6 	33.5 	
68.5 	32.4 	29.6 	4.9 	-2.2 	-0.8 	179.3 	3.7 	-4.7 	-7.6 	-6.4 	179.5 	-8.9 	7.6 	-9.1 	25.0 	-2.4 	-7.3 	27.0 	0.6 	33.5 	
